Content,Tag
"Just returned from our first every trip to Disneyland  Paris and cant wait to go back.  The Pixar and Mickey the Magician shows are just outstanding.  I went to both twice over two days and would have went again if we hadn't run out of time.  Even the storm on our first day didn't ruin our trip although it rained heavily for the entire day.  Our teenagers aged 16 and 13 loved it. Make sure to have ponchos and silicone shoe covers or wellies for the little ones to keep dry.  Its a long day and being wet from head to toe isn't ideal.  We purchased our park tickets direct and were surprised not to be allowed to change the dates in advance when a storm was forecast.  My husband had a major spinal surgery in January and only just received a letter from the surgeon the day before our trip which didn't allow us to go through the proper channel to get a pass .  The letter unfortunately didn't suffice at customer service so we had to buy fast passes as he could not stand in the queues.    I would recommend if buying this to be prepared that the 90 euro per day for the pass as shown on the app is from 90 euros and in fact was 120 euros per pass.  Also you can only use it once on each ride.  I would also advise you get the digital pass and a printed pass as you can loose signal in the park.  One thing that surprised me was the food situation.  I had read really bad reviews but we had a great food experience in the Rainforest Cafe.  We also stumbled across Toad Hall based in Fantasyland.  With its  beautiful stone exterior and old world charm interior it had the best fish and chips we have had in years, newspaper and all !!  Highly recommend.  I had read about rides closing without notice etc and that is unfortunately the case,  they can be closed for many hours.  Hopefully its a safety issue and not a staffing issue as the later would not be acceptable.Unfortunately due to the storm on our first day we only got to catch the light show on the second night.  The crowds are daunting however it was beautiful.  Renovation works aside the gardens and planting are just beautiful as are the little shops.  I would love to return in both summer and at Christmas over the next few years.  We had stayed in Centreparcs which is one of the Disney hotels.  I would heavily recommend you avoid this accommodation.  Having walked Disneyland for 12 hours the last thing you want to do is get a bus back only to walk another 15 minutes through a pitch black forest to your very basic bordering on unclean accommodation. The lighting situation is disgraceful I don't know how they are getting away with it.  Trying to get up and get breakfast sorted to get out early to the park is a rush.  When going again I will definitely stay in a hotel  close by. Roll on the next visit !",Attraction Availability
"Just returned from our first every trip to Disneyland  Paris and cant wait to go back.  The Pixar and Mickey the Magician shows are just outstanding.  I went to both twice over two days and would have went again if we hadn't run out of time.  Even the storm on our first day didn't ruin our trip although it rained heavily for the entire day.  Our teenagers aged 16 and 13 loved it. Make sure to have ponchos and silicone shoe covers or wellies for the little ones to keep dry.  Its a long day and being wet from head to toe isn't ideal.  We purchased our park tickets direct and were surprised not to be allowed to change the dates in advance when a storm was forecast.  My husband had a major spinal surgery in January and only just received a letter from the surgeon the day before our trip which didn't allow us to go through the proper channel to get a pass .  The letter unfortunately didn't suffice at customer service so we had to buy fast passes as he could not stand in the queues.    I would recommend if buying this to be prepared that the 90 euro per day for the pass as shown on the app is from 90 euros and in fact was 120 euros per pass.  Also you can only use it once on each ride.  I would also advise you get the digital pass and a printed pass as you can loose signal in the park.  One thing that surprised me was the food situation.  I had read really bad reviews but we had a great food experience in the Rainforest Cafe.  We also stumbled across Toad Hall based in Fantasyland.  With its  beautiful stone exterior and old world charm interior it had the best fish and chips we have had in years, newspaper and all !!  Highly recommend.  I had read about rides closing without notice etc and that is unfortunately the case,  they can be closed for many hours.  Hopefully its a safety issue and not a staffing issue as the later would not be acceptable.Unfortunately due to the storm on our first day we only got to catch the light show on the second night.  The crowds are daunting however it was beautiful.  Renovation works aside the gardens and planting are just beautiful as are the little shops.  I would love to return in both summer and at Christmas over the next few years.  We had stayed in Centreparcs which is one of the Disney hotels.  I would heavily recommend you avoid this accommodation.  Having walked Disneyland for 12 hours the last thing you want to do is get a bus back only to walk another 15 minutes through a pitch black forest to your very basic bordering on unclean accommodation. The lighting situation is disgraceful I don't know how they are getting away with it.  Trying to get up and get breakfast sorted to get out early to the park is a rush.  When going again I will definitely stay in a hotel  close by. Roll on the next visit !",Crowd Management
"Just returned from our first every trip to Disneyland  Paris and cant wait to go back.  The Pixar and Mickey the Magician shows are just outstanding.  I went to both twice over two days and would have went again if we hadn't run out of time.  Even the storm on our first day didn't ruin our trip although it rained heavily for the entire day.  Our teenagers aged 16 and 13 loved it. Make sure to have ponchos and silicone shoe covers or wellies for the little ones to keep dry.  Its a long day and being wet from head to toe isn't ideal.  We purchased our park tickets direct and were surprised not to be allowed to change the dates in advance when a storm was forecast.  My husband had a major spinal surgery in January and only just received a letter from the surgeon the day before our trip which didn't allow us to go through the proper channel to get a pass .  The letter unfortunately didn't suffice at customer service so we had to buy fast passes as he could not stand in the queues.    I would recommend if buying this to be prepared that the 90 euro per day for the pass as shown on the app is from 90 euros and in fact was 120 euros per pass.  Also you can only use it once on each ride.  I would also advise you get the digital pass and a printed pass as you can loose signal in the park.  One thing that surprised me was the food situation.  I had read really bad reviews but we had a great food experience in the Rainforest Cafe.  We also stumbled across Toad Hall based in Fantasyland.  With its  beautiful stone exterior and old world charm interior it had the best fish and chips we have had in years, newspaper and all !!  Highly recommend.  I had read about rides closing without notice etc and that is unfortunately the case,  they can be closed for many hours.  Hopefully its a safety issue and not a staffing issue as the later would not be acceptable.Unfortunately due to the storm on our first day we only got to catch the light show on the second night.  The crowds are daunting however it was beautiful.  Renovation works aside the gardens and planting are just beautiful as are the little shops.  I would love to return in both summer and at Christmas over the next few years.  We had stayed in Centreparcs which is one of the Disney hotels.  I would heavily recommend you avoid this accommodation.  Having walked Disneyland for 12 hours the last thing you want to do is get a bus back only to walk another 15 minutes through a pitch black forest to your very basic bordering on unclean accommodation. The lighting situation is disgraceful I don't know how they are getting away with it.  Trying to get up and get breakfast sorted to get out early to the park is a rush.  When going again I will definitely stay in a hotel  close by. Roll on the next visit !",Park Cleanliness
"Just returned from our first every trip to Disneyland  Paris and cant wait to go back.  The Pixar and Mickey the Magician shows are just outstanding.  I went to both twice over two days and would have went again if we hadn't run out of time.  Even the storm on our first day didn't ruin our trip although it rained heavily for the entire day.  Our teenagers aged 16 and 13 loved it. Make sure to have ponchos and silicone shoe covers or wellies for the little ones to keep dry.  Its a long day and being wet from head to toe isn't ideal.  We purchased our park tickets direct and were surprised not to be allowed to change the dates in advance when a storm was forecast.  My husband had a major spinal surgery in January and only just received a letter from the surgeon the day before our trip which didn't allow us to go through the proper channel to get a pass .  The letter unfortunately didn't suffice at customer service so we had to buy fast passes as he could not stand in the queues.    I would recommend if buying this to be prepared that the 90 euro per day for the pass as shown on the app is from 90 euros and in fact was 120 euros per pass.  Also you can only use it once on each ride.  I would also advise you get the digital pass and a printed pass as you can loose signal in the park.  One thing that surprised me was the food situation.  I had read really bad reviews but we had a great food experience in the Rainforest Cafe.  We also stumbled across Toad Hall based in Fantasyland.  With its  beautiful stone exterior and old world charm interior it had the best fish and chips we have had in years, newspaper and all !!  Highly recommend.  I had read about rides closing without notice etc and that is unfortunately the case,  they can be closed for many hours.  Hopefully its a safety issue and not a staffing issue as the later would not be acceptable.Unfortunately due to the storm on our first day we only got to catch the light show on the second night.  The crowds are daunting however it was beautiful.  Renovation works aside the gardens and planting are just beautiful as are the little shops.  I would love to return in both summer and at Christmas over the next few years.  We had stayed in Centreparcs which is one of the Disney hotels.  I would heavily recommend you avoid this accommodation.  Having walked Disneyland for 12 hours the last thing you want to do is get a bus back only to walk another 15 minutes through a pitch black forest to your very basic bordering on unclean accommodation. The lighting situation is disgraceful I don't know how they are getting away with it.  Trying to get up and get breakfast sorted to get out early to the park is a rush.  When going again I will definitely stay in a hotel  close by. Roll on the next visit !",Planning Tips
"Just returned from our first every trip to Disneyland  Paris and cant wait to go back.  The Pixar and Mickey the Magician shows are just outstanding.  I went to both twice over two days and would have went again if we hadn't run out of time.  Even the storm on our first day didn't ruin our trip although it rained heavily for the entire day.  Our teenagers aged 16 and 13 loved it. Make sure to have ponchos and silicone shoe covers or wellies for the little ones to keep dry.  Its a long day and being wet from head to toe isn't ideal.  We purchased our park tickets direct and were surprised not to be allowed to change the dates in advance when a storm was forecast.  My husband had a major spinal surgery in January and only just received a letter from the surgeon the day before our trip which didn't allow us to go through the proper channel to get a pass .  The letter unfortunately didn't suffice at customer service so we had to buy fast passes as he could not stand in the queues.    I would recommend if buying this to be prepared that the 90 euro per day for the pass as shown on the app is from 90 euros and in fact was 120 euros per pass.  Also you can only use it once on each ride.  I would also advise you get the digital pass and a printed pass as you can loose signal in the park.  One thing that surprised me was the food situation.  I had read really bad reviews but we had a great food experience in the Rainforest Cafe.  We also stumbled across Toad Hall based in Fantasyland.  With its  beautiful stone exterior and old world charm interior it had the best fish and chips we have had in years, newspaper and all !!  Highly recommend.  I had read about rides closing without notice etc and that is unfortunately the case,  they can be closed for many hours.  Hopefully its a safety issue and not a staffing issue as the later would not be acceptable.Unfortunately due to the storm on our first day we only got to catch the light show on the second night.  The crowds are daunting however it was beautiful.  Renovation works aside the gardens and planting are just beautiful as are the little shops.  I would love to return in both summer and at Christmas over the next few years.  We had stayed in Centreparcs which is one of the Disney hotels.  I would heavily recommend you avoid this accommodation.  Having walked Disneyland for 12 hours the last thing you want to do is get a bus back only to walk another 15 minutes through a pitch black forest to your very basic bordering on unclean accommodation. The lighting situation is disgraceful I don't know how they are getting away with it.  Trying to get up and get breakfast sorted to get out early to the park is a rush.  When going again I will definitely stay in a hotel  close by. Roll on the next visit !",Magic Atmosphere
"Disneyland was as magical as you’d expect. We went with the knowledge that we’d need to prepare to queue and that there would be crowds of people. So it wasn’t a shock to have to wait 30 - 60 minutes for some rides and weave in and out the people. All staff members were friendly and helpful. If, like me, you didn’t take any paracetamol, just ask for directions to the first aid room and they’ll issue some after taking a few details and your temperature. The illuminations and fireworks show is great. Expect people to be a bit push/shove and kids will go on their parents shoulders - which I understand as there’s no way they’d see otherwise. My advice would be, be assertive. Just like kids, if you give an inch, they’ll take a mile - almost literally when watching the end of evening show. Overall, I’d be delighted to return and enjoy some of the attractions we missed.",Magic Atmosphere
"Disneyland was as magical as you’d expect. We went with the knowledge that we’d need to prepare to queue and that there would be crowds of people. So it wasn’t a shock to have to wait 30 - 60 minutes for some rides and weave in and out the people. All staff members were friendly and helpful. If, like me, you didn’t take any paracetamol, just ask for directions to the first aid room and they’ll issue some after taking a few details and your temperature. The illuminations and fireworks show is great. Expect people to be a bit push/shove and kids will go on their parents shoulders - which I understand as there’s no way they’d see otherwise. My advice would be, be assertive. Just like kids, if you give an inch, they’ll take a mile - almost literally when watching the end of evening show. Overall, I’d be delighted to return and enjoy some of the attractions we missed.",Crowd Management
"Disneyland was as magical as you’d expect. We went with the knowledge that we’d need to prepare to queue and that there would be crowds of people. So it wasn’t a shock to have to wait 30 - 60 minutes for some rides and weave in and out the people. All staff members were friendly and helpful. If, like me, you didn’t take any paracetamol, just ask for directions to the first aid room and they’ll issue some after taking a few details and your temperature. The illuminations and fireworks show is great. Expect people to be a bit push/shove and kids will go on their parents shoulders - which I understand as there’s no way they’d see otherwise. My advice would be, be assertive. Just like kids, if you give an inch, they’ll take a mile - almost literally when watching the end of evening show. Overall, I’d be delighted to return and enjoy some of the attractions we missed.",Staff Friendliness
"Disneyland was as magical as you’d expect. We went with the knowledge that we’d need to prepare to queue and that there would be crowds of people. So it wasn’t a shock to have to wait 30 - 60 minutes for some rides and weave in and out the people. All staff members were friendly and helpful. If, like me, you didn’t take any paracetamol, just ask for directions to the first aid room and they’ll issue some after taking a few details and your temperature. The illuminations and fireworks show is great. Expect people to be a bit push/shove and kids will go on their parents shoulders - which I understand as there’s no way they’d see otherwise. My advice would be, be assertive. Just like kids, if you give an inch, they’ll take a mile - almost literally when watching the end of evening show. Overall, I’d be delighted to return and enjoy some of the attractions we missed.",Attraction Availability
"Disney, who haven't seen or heard about Disney movies ? Nobody ! So why didn't you go to Disneyland Paris ? Personnaly, this park took me back to my childhood 'cause i'm a big fan of Disney ! The atmosphere, the landscape, the attraction, ... Everything was beautiful, it was breathtakingly !! So I can just advise to go to Disneyland if you want to return to your childhood !",Magic Atmosphere
"We had a nice time here, enjoyed the park and the fireworks show. Managed to get on a few rides and saw some characters, plus it was lovely to see the Halloween decorations and parade. All of the Cast Members we came across were wonderful and friendly, they are always willing to help!The low rating is to do with the amount of work going on in the park itself, construction walls great you in nearly every land. Yes, the park desperately needs the work as it is starting to look very tired but there must be ways to do all this work without impacting the guest experience. While we managed to meet a few characters, we felt slightly disappointed with the amount and length of time they were in the park. After having brilliant character experience in the Tokyo Disney Parks in 2023, it felt very lacking in Paris. The other main issue we had was the crowds for the firework show at the end of the day. The crowd was so dense that we waited until the hoards of people dispersed so that we could safely exit the park. In general, the crowd control was not Tokyo Disney standards but has gotten better over the years here. One thing that I want to warn others about is not a Disney problem but a human problem is the amount of selfish, self centred guests that are in the park. Not only rude to other guests but to the Cast Members as well. I found that these rude guests ruined the magic more than anything else. Also, on our last day, we were unable to reenter the park with our Magic Pass despite paying for the 3 nights/4 park days package through Disney. Luckily, a Cast Member let us back into Disneyland Parc with no problems but we found it quite embarrassing and annoying. Would we go back? Yes! We always enjoy our time in Disney, it is a nice escape from reality that is needed!",Magic Atmosphere
"We had a nice time here, enjoyed the park and the fireworks show. Managed to get on a few rides and saw some characters, plus it was lovely to see the Halloween decorations and parade. All of the Cast Members we came across were wonderful and friendly, they are always willing to help!The low rating is to do with the amount of work going on in the park itself, construction walls great you in nearly every land. Yes, the park desperately needs the work as it is starting to look very tired but there must be ways to do all this work without impacting the guest experience. While we managed to meet a few characters, we felt slightly disappointed with the amount and length of time they were in the park. After having brilliant character experience in the Tokyo Disney Parks in 2023, it felt very lacking in Paris. The other main issue we had was the crowds for the firework show at the end of the day. The crowd was so dense that we waited until the hoards of people dispersed so that we could safely exit the park. In general, the crowd control was not Tokyo Disney standards but has gotten better over the years here. One thing that I want to warn others about is not a Disney problem but a human problem is the amount of selfish, self centred guests that are in the park. Not only rude to other guests but to the Cast Members as well. I found that these rude guests ruined the magic more than anything else. Also, on our last day, we were unable to reenter the park with our Magic Pass despite paying for the 3 nights/4 park days package through Disney. Luckily, a Cast Member let us back into Disneyland Parc with no problems but we found it quite embarrassing and annoying. Would we go back? Yes! We always enjoy our time in Disney, it is a nice escape from reality that is needed!",Staff Friendliness
"We had a nice time here, enjoyed the park and the fireworks show. Managed to get on a few rides and saw some characters, plus it was lovely to see the Halloween decorations and parade. All of the Cast Members we came across were wonderful and friendly, they are always willing to help!The low rating is to do with the amount of work going on in the park itself, construction walls great you in nearly every land. Yes, the park desperately needs the work as it is starting to look very tired but there must be ways to do all this work without impacting the guest experience. While we managed to meet a few characters, we felt slightly disappointed with the amount and length of time they were in the park. After having brilliant character experience in the Tokyo Disney Parks in 2023, it felt very lacking in Paris. The other main issue we had was the crowds for the firework show at the end of the day. The crowd was so dense that we waited until the hoards of people dispersed so that we could safely exit the park. In general, the crowd control was not Tokyo Disney standards but has gotten better over the years here. One thing that I want to warn others about is not a Disney problem but a human problem is the amount of selfish, self centred guests that are in the park. Not only rude to other guests but to the Cast Members as well. I found that these rude guests ruined the magic more than anything else. Also, on our last day, we were unable to reenter the park with our Magic Pass despite paying for the 3 nights/4 park days package through Disney. Luckily, a Cast Member let us back into Disneyland Parc with no problems but we found it quite embarrassing and annoying. Would we go back? Yes! We always enjoy our time in Disney, it is a nice escape from reality that is needed!",Attraction Availability
"We had a nice time here, enjoyed the park and the fireworks show. Managed to get on a few rides and saw some characters, plus it was lovely to see the Halloween decorations and parade. All of the Cast Members we came across were wonderful and friendly, they are always willing to help!The low rating is to do with the amount of work going on in the park itself, construction walls great you in nearly every land. Yes, the park desperately needs the work as it is starting to look very tired but there must be ways to do all this work without impacting the guest experience. While we managed to meet a few characters, we felt slightly disappointed with the amount and length of time they were in the park. After having brilliant character experience in the Tokyo Disney Parks in 2023, it felt very lacking in Paris. The other main issue we had was the crowds for the firework show at the end of the day. The crowd was so dense that we waited until the hoards of people dispersed so that we could safely exit the park. In general, the crowd control was not Tokyo Disney standards but has gotten better over the years here. One thing that I want to warn others about is not a Disney problem but a human problem is the amount of selfish, self centred guests that are in the park. Not only rude to other guests but to the Cast Members as well. I found that these rude guests ruined the magic more than anything else. Also, on our last day, we were unable to reenter the park with our Magic Pass despite paying for the 3 nights/4 park days package through Disney. Luckily, a Cast Member let us back into Disneyland Parc with no problems but we found it quite embarrassing and annoying. Would we go back? Yes! We always enjoy our time in Disney, it is a nice escape from reality that is needed!",Crowd Management
"We had a nice time here, enjoyed the park and the fireworks show. Managed to get on a few rides and saw some characters, plus it was lovely to see the Halloween decorations and parade. All of the Cast Members we came across were wonderful and friendly, they are always willing to help!The low rating is to do with the amount of work going on in the park itself, construction walls great you in nearly every land. Yes, the park desperately needs the work as it is starting to look very tired but there must be ways to do all this work without impacting the guest experience. While we managed to meet a few characters, we felt slightly disappointed with the amount and length of time they were in the park. After having brilliant character experience in the Tokyo Disney Parks in 2023, it felt very lacking in Paris. The other main issue we had was the crowds for the firework show at the end of the day. The crowd was so dense that we waited until the hoards of people dispersed so that we could safely exit the park. In general, the crowd control was not Tokyo Disney standards but has gotten better over the years here. One thing that I want to warn others about is not a Disney problem but a human problem is the amount of selfish, self centred guests that are in the park. Not only rude to other guests but to the Cast Members as well. I found that these rude guests ruined the magic more than anything else. Also, on our last day, we were unable to reenter the park with our Magic Pass despite paying for the 3 nights/4 park days package through Disney. Luckily, a Cast Member let us back into Disneyland Parc with no problems but we found it quite embarrassing and annoying. Would we go back? Yes! We always enjoy our time in Disney, it is a nice escape from reality that is needed!",Customer Service
"Disneyland Paris is truly magical! From the enchanting rides to the stunning shows, every moment is filled with joy and wonder. The attention to detail in the parks is impressive, and the staff is friendly and helpful. It’s a fantastic experience for all ages, and I can’t wait to return! Five stars!",Magic Atmosphere
"Disneyland Paris is truly magical! From the enchanting rides to the stunning shows, every moment is filled with joy and wonder. The attention to detail in the parks is impressive, and the staff is friendly and helpful. It’s a fantastic experience for all ages, and I can’t wait to return! Five stars!",Staff Friendliness
"Disneyland Paris is truly magical! From the enchanting rides to the stunning shows, every moment is filled with joy and wonder. The attention to detail in the parks is impressive, and the staff is friendly and helpful. It’s a fantastic experience for all ages, and I can’t wait to return! Five stars!",Family Experience
"I’ve been before but this time was very disappointed, many rides were closed, we had early morning passes because we stayed in the new port hotel, which was lovely, but when we entered the park at 8.30 for our hour privilege only one ride was open, flying rockets, all the rest didn’t open until 9.30 so was a complete waste of time getting up early, we had a booking to have lunch with the princesses, which cost extra money, when we got to our reservation they had put me and my husband in a different restaurant to my daughter and grandchildren, after a lot of waiting and checking our passes over and over they put us all on a table in a cove separate from the main restaurant, by which time many of the princesses had disappeared, my granddaughter was pleased with the ones she got to see but it was meant to be a treat and turned into a disaster, several of the old rides could do with an overhaul, I went 20 years ago and nothing had changed except bits missing from rides due to usage over time, in the Alice labyrinth the metal caterpillar on the mushroom obviously corroded over time and fell off, and never bothered to replace, lots of construction going on, boarding everywhere which spoils the overall magic, along with rides not working like great thunder mountain, cars breaking down on the car track repeatedly and although the hotel was lovely the swimming pool was shut, so when we got torrential rain there was very little to do, for the amount it cost us we could have gone and stayed for a couple of weeks abroad full board , but wanted to go somewhere for our grandchildren, they had a good time but it should have been magical as promised",Attraction Availability
"I’ve been before but this time was very disappointed, many rides were closed, we had early morning passes because we stayed in the new port hotel, which was lovely, but when we entered the park at 8.30 for our hour privilege only one ride was open, flying rockets, all the rest didn’t open until 9.30 so was a complete waste of time getting up early, we had a booking to have lunch with the princesses, which cost extra money, when we got to our reservation they had put me and my husband in a different restaurant to my daughter and grandchildren, after a lot of waiting and checking our passes over and over they put us all on a table in a cove separate from the main restaurant, by which time many of the princesses had disappeared, my granddaughter was pleased with the ones she got to see but it was meant to be a treat and turned into a disaster, several of the old rides could do with an overhaul, I went 20 years ago and nothing had changed except bits missing from rides due to usage over time, in the Alice labyrinth the metal caterpillar on the mushroom obviously corroded over time and fell off, and never bothered to replace, lots of construction going on, boarding everywhere which spoils the overall magic, along with rides not working like great thunder mountain, cars breaking down on the car track repeatedly and although the hotel was lovely the swimming pool was shut, so when we got torrential rain there was very little to do, for the amount it cost us we could have gone and stayed for a couple of weeks abroad full board , but wanted to go somewhere for our grandchildren, they had a good time but it should have been magical as promised",Customer Service
"I’ve been before but this time was very disappointed, many rides were closed, we had early morning passes because we stayed in the new port hotel, which was lovely, but when we entered the park at 8.30 for our hour privilege only one ride was open, flying rockets, all the rest didn’t open until 9.30 so was a complete waste of time getting up early, we had a booking to have lunch with the princesses, which cost extra money, when we got to our reservation they had put me and my husband in a different restaurant to my daughter and grandchildren, after a lot of waiting and checking our passes over and over they put us all on a table in a cove separate from the main restaurant, by which time many of the princesses had disappeared, my granddaughter was pleased with the ones she got to see but it was meant to be a treat and turned into a disaster, several of the old rides could do with an overhaul, I went 20 years ago and nothing had changed except bits missing from rides due to usage over time, in the Alice labyrinth the metal caterpillar on the mushroom obviously corroded over time and fell off, and never bothered to replace, lots of construction going on, boarding everywhere which spoils the overall magic, along with rides not working like great thunder mountain, cars breaking down on the car track repeatedly and although the hotel was lovely the swimming pool was shut, so when we got torrential rain there was very little to do, for the amount it cost us we could have gone and stayed for a couple of weeks abroad full board , but wanted to go somewhere for our grandchildren, they had a good time but it should have been magical as promised",Food Quality
"I’ve been before but this time was very disappointed, many rides were closed, we had early morning passes because we stayed in the new port hotel, which was lovely, but when we entered the park at 8.30 for our hour privilege only one ride was open, flying rockets, all the rest didn’t open until 9.30 so was a complete waste of time getting up early, we had a booking to have lunch with the princesses, which cost extra money, when we got to our reservation they had put me and my husband in a different restaurant to my daughter and grandchildren, after a lot of waiting and checking our passes over and over they put us all on a table in a cove separate from the main restaurant, by which time many of the princesses had disappeared, my granddaughter was pleased with the ones she got to see but it was meant to be a treat and turned into a disaster, several of the old rides could do with an overhaul, I went 20 years ago and nothing had changed except bits missing from rides due to usage over time, in the Alice labyrinth the metal caterpillar on the mushroom obviously corroded over time and fell off, and never bothered to replace, lots of construction going on, boarding everywhere which spoils the overall magic, along with rides not working like great thunder mountain, cars breaking down on the car track repeatedly and although the hotel was lovely the swimming pool was shut, so when we got torrential rain there was very little to do, for the amount it cost us we could have gone and stayed for a couple of weeks abroad full board , but wanted to go somewhere for our grandchildren, they had a good time but it should have been magical as promised",Magic Atmosphere
"No where near as good as Florida. Barely any good rides THAT ARE OPEN, especially in Marvel studios. Saw this random fight show thing that's half english half french, so I couldn't tell you what on earth was going on. I highly recommend the Avengers ride though. (THEN LEAVE) Disneyland itself was slightly better. But it was  VERY busy. Its a small world is my favourite and we went on it, but the boats are so close it doesn't feel like a boat ride, just a continual snake-like conveyor belt that goes round and round. And when we wanted to go again at only 6, we go and it says ""closed but back in 5 mimutes"" SO WE WAIT. AND WAIT. AND WAIT. an hour later ITS STILL CLOSED!!!There was big thunder mountain that was pretty good as well. There was building work so the map wasn't accurate and 2we got lost multiple times.BUT THE WORST PART WAS THE FOOD.we had a food voucher that you can only use in like 6 restaurants. It was only 5pm, but it said lots of them were closed. finally we find  one on the app THATS OPEN, so we walk all the way across the park to get to it in the rain, but guess what? ITS CLOSED🤯Then at 7pm we find a pizza place; but with the voucher you can only get like 2 things. I got the pizza, and after a MASSIVE QUEUE, it came and we had nowhere to sit. Then we find somewhere, and the pizza is Mickey mouse shaped. Cute, you might think, but NOOOOOOO. IT MAKES IT SMALLER💀DO NOT RECOMMEND",Attraction Availability
"No where near as good as Florida. Barely any good rides THAT ARE OPEN, especially in Marvel studios. Saw this random fight show thing that's half english half french, so I couldn't tell you what on earth was going on. I highly recommend the Avengers ride though. (THEN LEAVE) Disneyland itself was slightly better. But it was  VERY busy. Its a small world is my favourite and we went on it, but the boats are so close it doesn't feel like a boat ride, just a continual snake-like conveyor belt that goes round and round. And when we wanted to go again at only 6, we go and it says ""closed but back in 5 mimutes"" SO WE WAIT. AND WAIT. AND WAIT. an hour later ITS STILL CLOSED!!!There was big thunder mountain that was pretty good as well. There was building work so the map wasn't accurate and 2we got lost multiple times.BUT THE WORST PART WAS THE FOOD.we had a food voucher that you can only use in like 6 restaurants. It was only 5pm, but it said lots of them were closed. finally we find  one on the app THATS OPEN, so we walk all the way across the park to get to it in the rain, but guess what? ITS CLOSED🤯Then at 7pm we find a pizza place; but with the voucher you can only get like 2 things. I got the pizza, and after a MASSIVE QUEUE, it came and we had nowhere to sit. Then we find somewhere, and the pizza is Mickey mouse shaped. Cute, you might think, but NOOOOOOO. IT MAKES IT SMALLER💀DO NOT RECOMMEND",Food Quality
"No where near as good as Florida. Barely any good rides THAT ARE OPEN, especially in Marvel studios. Saw this random fight show thing that's half english half french, so I couldn't tell you what on earth was going on. I highly recommend the Avengers ride though. (THEN LEAVE) Disneyland itself was slightly better. But it was  VERY busy. Its a small world is my favourite and we went on it, but the boats are so close it doesn't feel like a boat ride, just a continual snake-like conveyor belt that goes round and round. And when we wanted to go again at only 6, we go and it says ""closed but back in 5 mimutes"" SO WE WAIT. AND WAIT. AND WAIT. an hour later ITS STILL CLOSED!!!There was big thunder mountain that was pretty good as well. There was building work so the map wasn't accurate and 2we got lost multiple times.BUT THE WORST PART WAS THE FOOD.we had a food voucher that you can only use in like 6 restaurants. It was only 5pm, but it said lots of them were closed. finally we find  one on the app THATS OPEN, so we walk all the way across the park to get to it in the rain, but guess what? ITS CLOSED🤯Then at 7pm we find a pizza place; but with the voucher you can only get like 2 things. I got the pizza, and after a MASSIVE QUEUE, it came and we had nowhere to sit. Then we find somewhere, and the pizza is Mickey mouse shaped. Cute, you might think, but NOOOOOOO. IT MAKES IT SMALLER💀DO NOT RECOMMEND",Crowd Management
"No where near as good as Florida. Barely any good rides THAT ARE OPEN, especially in Marvel studios. Saw this random fight show thing that's half english half french, so I couldn't tell you what on earth was going on. I highly recommend the Avengers ride though. (THEN LEAVE) Disneyland itself was slightly better. But it was  VERY busy. Its a small world is my favourite and we went on it, but the boats are so close it doesn't feel like a boat ride, just a continual snake-like conveyor belt that goes round and round. And when we wanted to go again at only 6, we go and it says ""closed but back in 5 mimutes"" SO WE WAIT. AND WAIT. AND WAIT. an hour later ITS STILL CLOSED!!!There was big thunder mountain that was pretty good as well. There was building work so the map wasn't accurate and 2we got lost multiple times.BUT THE WORST PART WAS THE FOOD.we had a food voucher that you can only use in like 6 restaurants. It was only 5pm, but it said lots of them were closed. finally we find  one on the app THATS OPEN, so we walk all the way across the park to get to it in the rain, but guess what? ITS CLOSED🤯Then at 7pm we find a pizza place; but with the voucher you can only get like 2 things. I got the pizza, and after a MASSIVE QUEUE, it came and we had nowhere to sit. Then we find somewhere, and the pizza is Mickey mouse shaped. Cute, you might think, but NOOOOOOO. IT MAKES IT SMALLER💀DO NOT RECOMMEND",Park Cleanliness
"we bought the hotel n tickets for the parks directly on the website of disneyland paris. we LOVED it at disneyland park. if u like disney n/or amusement parks you will also like or maybe also love it. we've been at both parks in 2 days which was enough, but we've been during the week and not during the main season. waiting time at the activities was very good. didnt wait too long, 45min was the longest. we had no fast lane tickets.",Ticket Pricing
"we bought the hotel n tickets for the parks directly on the website of disneyland paris. we LOVED it at disneyland park. if u like disney n/or amusement parks you will also like or maybe also love it. we've been at both parks in 2 days which was enough, but we've been during the week and not during the main season. waiting time at the activities was very good. didnt wait too long, 45min was the longest. we had no fast lane tickets.",Crowd Management
"I've just came back from DLP and it was OK.  Kids enjoyed it as there was plenty to appeal to them. Im happy if they are happy. Everything else that parents deal with was a Croc of S. Parades , firework shows,and leaving the park was chaos. A real frenzy. These are areas where they can't get money out of you so it really shows what they think of you as there is no attention to make it comfortable for all. BUT these are the areas that scare the crop out of kids and stress parents out. I really wanted to enjoy and come away smiling but i felt let down and disappointed at the end of each day.I've read past reviews after my experience and I laughed at the parks caring replies to others. Saying thank you for informing us, we will do better, give us another opportunity ( at a cost to you of course) and all replies to same issues going back years...  but I can confirm the same issues exist as of Oct 24. Obviously there's been no action taken  but replies show intent ;)  Looking forward to a caring acknowledgement reply and empty promise after this. My advice, Go with eyes open. Do reseach on the little things that would make a trip of a LT. etc If you know what to expect then it won't be so bad.",Family Experience
